"TechnologyArea","Name","IPAddress","MACAddress","Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","IA Controls","Check Content","Fix Text","False Positives","False Negatives","Documentable","Mitigations","Potential Impact","Third Party Tools","Mitigation Control","Responsibility","Severity Override Guidance","Check Content Reference","Classification","STIG","Status","Comments","Finding Details","Severity Override","Severity Override Justification","CCI","Fully Qualified Domain Name","NIST SP 800-53 Revision 4 References","Legacy",
"","","","","V-220931","medium","SRG-OS-000480-GPOS-00227","SV-220931r569187_rule","WN10-SO-000160","The system must be configured to prevent anonymous users from having the same rights as the Everyone group.","Access by anonymous users must be restricted.  If this setting is enabled, then anonymous users have the same rights and permissions as the built-in Everyone group.  Anonymous users must not have these permissions or rights.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network access: Let Everyone permissions apply to anonymous users"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4193","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63755; SV-78245",
"","","","","V-220932","high","SRG-OS-000138-GPOS-00069","SV-220932r569187_rule","WN10-SO-000165","Anonymous access to Named Pipes and Shares must be restricted.","Allowing anonymous access to named pipes or shares provides the potential for unauthorized system access.  This setting restricts access to those defined in ""Network access: Named Pipes that can be accessed anonymously"" and ""Network access: Shares that can be accessed anonymously"",  both of which must be blank under other requirements.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network access: Restrict anonymous access to Named Pipes and Shares"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4197","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001090
The information system prevents unauthorized and unintended information transfer via shared system resources.
NIST SP 800-53 :: SC-4
NIST SP 800-53A :: SC-4.1
NIST SP 800-53 Revision 4 :: SC-4

","","SC-4","V-63759; SV-78249",
"","","","","V-220933","medium","SRG-OS-000324-GPOS-00125","SV-220933r569187_rule","WN10-SO-000167","Remote calls to the Security Account Manager (SAM) must be restricted to Administrators.","The Windows Security Account Manager (SAM) stores users' passwords.  Restricting remote rpc connections to the SAM to Administrators helps protect those credentials.","","","Navigate to the policy Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network access: Restrict clients allowed to make remote calls to SAM"".

Select ""Edit Security"" to configure the ""Security descriptor:"".

Add ""Administrators"" in ""Group or user names:"" if it is not already listed (this is the default).

Select ""Administrators"" in ""Group or user names:"".

Select ""Allow"" for ""Remote Access"" in ""Permissions for ""Administrators"".

Click ""OK"".

The ""Security descriptor:"" must be populated with ""O:BAG:BAD:(A;;RC;;;BA) for the policy to be enforced.","","","false","","","","","","","oval:mil.disa.stig.windows:def:152","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

","","AC-6 (10)","V-71769; SV-86393",
"","","","","V-220934","medium","SRG-OS-000480-GPOS-00227","SV-220934r569187_rule","WN10-SO-000180","NTLM must be prevented from falling back to a Null session.","NTLM sessions that are allowed to fall back to Null (unauthenticated) sessions may gain unauthorized access.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network security: Allow LocalSystem NULL session fallback"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4201","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63765; SV-78255",
"","","","","V-220935","medium","SRG-OS-000480-GPOS-00227","SV-220935r569187_rule","WN10-SO-000185","PKU2U authentication using online identities must be prevented.","PKU2U is a peer-to-peer authentication protocol.   This setting prevents online identities from authenticating to domain-joined systems.  Authentication will be centrally managed with Windows user accounts.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network security: Allow PKU2U authentication requests to this computer to use online identities"" to ""Disabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4202","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63767; SV-78257",
"","","","","V-220936","medium","SRG-OS-000120-GPOS-00061","SV-220936r569187_rule","WN10-SO-000190","Kerberos encryption types must be configured to prevent the use of DES and RC4 encryption suites.","Certain encryption types are no longer considered secure.  This setting configures a minimum encryption type for Kerberos, preventing the use of the DES and RC4 encryption suites.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network security: Configure encryption types allowed for Kerberos"" to ""Enabled"" with only the following selected:

AES128_HMAC_SHA1
AES256_HMAC_SHA1
Future encryption types","","","false","","","","","","","oval:mil.disa.fso.windows:def:4203","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000803
The information system implements mechanisms for authentication to a cryptographic module that meet the requirements of applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance for such authentication.
NIST SP 800-53 :: IA-7
NIST SP 800-53A :: IA-7.1
NIST SP 800-53 Revision 4 :: IA-7

","","IA-7","V-63795; SV-78285",
"","","","","V-220937","high","SRG-OS-000073-GPOS-00041","SV-220937r569187_rule","WN10-SO-000195","The system must be configured to prevent the storage of the LAN Manager hash of passwords.","The LAN Manager hash uses a weak encryption algorithm and there are several tools available that use this hash to retrieve account passwords.  This setting controls whether or not a LAN Manager hash of the password is stored in the SAM the next time the password is changed.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network security: Do not store LAN Manager hash value on next password change"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4204","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000196
The information system, for password-based authentication, stores only encrypted representations of passwords.
NIST SP 800-53 :: IA-5 (1) (c)
NIST SP 800-53A :: IA-5 (1).1 (v)
NIST SP 800-53 Revision 4 :: IA-5 (1) (c)

","","IA-5 (1) (c)","V-63797; SV-78287",
"","","","","V-220938","high","SRG-OS-000480-GPOS-00227","SV-220938r569187_rule","WN10-SO-000205","The LanMan authentication level must be set to send NTLMv2 response only, and to refuse LM and NTLM.","The Kerberos v5 authentication protocol is the default for authentication of users who are logging on to domain accounts.  NTLM, which is less secure, is retained in later Windows versions  for compatibility with clients and servers that are running earlier versions of Windows or applications that still use it.  It is also used to authenticate logons to stand-alone computers that are running later versions.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network security: LAN Manager authentication level"" to ""Send NTLMv2 response only. Refuse LM & NTLM"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4206","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63801; SV-78291",
"","","","","V-220939","medium","SRG-OS-000480-GPOS-00227","SV-220939r569187_rule","WN10-SO-000210","The system must be configured to the required LDAP client signing level.","This setting controls the signing requirements for LDAP clients.  This setting must be set to Negotiate signing or Require signing, depending on the environment and type of LDAP server in use.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network security: LDAP client signing requirements"" to ""Negotiate signing"" at a minimum.","","","false","","","","","","","oval:mil.disa.fso.windows:def:4207","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63803; SV-78293",
"","","","","V-220940","medium","SRG-OS-000480-GPOS-00227","SV-220940r569187_rule","WN10-SO-000215","The system must be configured to meet the minimum session security requirement for NTLM SSP based clients.","Microsoft has implemented a variety of security support providers for use with RPC sessions.  All of the options must be enabled to ensure the maximum security level.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network security: Minimum session security for NTLM SSP based (including secure RPC) clients"" to ""Require NTLMv2 session security"" and ""Require 128-bit encryption"" (all options selected).","","","false","","","","","","","oval:mil.disa.fso.windows:def:4208","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63805; SV-78295",
"","","","","V-220941","medium","SRG-OS-000480-GPOS-00227","SV-220941r569187_rule","WN10-SO-000220","The system must be configured to meet the minimum session security requirement for NTLM SSP based servers.","Microsoft has implemented a variety of security support providers for use with RPC sessions.  All of the options must be enabled to ensure the maximum security level.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""Network security: Minimum session security for NTLM SSP based (including secure RPC) servers"" to ""Require NTLMv2 session security"" and ""Require 128-bit encryption"" (all options selected).","","","false","","","","","","","oval:mil.disa.fso.windows:def:4209","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63807; SV-78297",
"","","","","V-220942","medium","SRG-OS-000478-GPOS-00223","SV-220942r569187_rule","WN10-SO-000230","The system must be configured to use FIPS-compliant algorithms for encryption, hashing, and signing.","This setting ensures that the system uses algorithms that are FIPS-compliant for encryption, hashing, and signing.  FIPS-compliant algorithms meet specific standards established by the U.S. Government and must be the algorithms used for all OS encryption functions.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""System cryptography: Use FIPS compliant algorithms for encryption, hashing, and signing"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4213","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002450
The information system implements organization-defined cryptographic uses and type of cryptography required for each use in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, and standards.
NIST SP 800-53 Revision 4 :: SC-13

","","SC-13","V-63811; SV-78301",
"","","","","V-220943","low","SRG-OS-000480-GPOS-00227","SV-220943r569187_rule","WN10-SO-000240","The default permissions of global system objects must be increased.","Windows systems maintain a global list of shared system resources such as DOS device names, mutexes, and semaphores. Each type of object is created with a default DACL that specifies who can access the objects with what permissions. If this policy is enabled, the default DACL is stronger, allowing non-admin users to read shared objects, but not modify shared objects that they did not create.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""System objects: Strengthen default permissions of internal system objects (e.g. Symbolic links)"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4215","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63815; SV-78305",
"","","","","V-220944","medium","SRG-OS-000373-GPOS-00157","SV-220944r569187_rule","WN10-SO-000245","User Account Control approval mode for the built-in Administrator must be enabled.","User Account Control (UAC) is a security mechanism for limiting the elevation of privileges, including administrative accounts, unless authorized.  This setting configures the built-in Administrator account so that it runs in Admin Approval Mode.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""User Account Control: Admin Approval Mode for the Built-in Administrator account"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4216","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002038
The organization requires users to reauthenticate when organization-defined circumstances or situations requiring reauthentication.
NIST SP 800-53 Revision 4 :: IA-11

","","IA-11","V-63817; SV-78307",
"","","","","V-220945","medium","SRG-OS-000134-GPOS-00068","SV-220945r569187_rule","WN10-SO-000250","User Account Control must, at minimum, prompt administrators for consent on the secure desktop.","User Account Control (UAC) is a security mechanism for limiting the elevation of privileges, including administrative accounts, unless authorized.  This setting configures the elevation requirements for logged on administrators to complete a task that requires raised privileges.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode"" to ""Prompt for consent on the secure desktop"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4217","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001084
The information system isolates security functions from nonsecurity functions.
NIST SP 800-53 :: SC-3
NIST SP 800-53A :: SC-3.1 (ii)
NIST SP 800-53 Revision 4 :: SC-3

","","SC-3","V-63819; SV-78309",
"","","","","V-220947","medium","SRG-OS-000373-GPOS-00157","SV-220947r569187_rule","WN10-SO-000255","User Account Control must automatically deny elevation requests for standard users.","User Account Control (UAC) is a security mechanism for limiting the elevation of privileges, including administrative accounts, unless authorized.  Denying elevation requests from standard user accounts requires tasks that need elevation to be initiated by accounts with administrative privileges.  This ensures correct accounts are used on the system for privileged tasks to help mitigate credential theft.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""User Account Control: Behavior of the elevation prompt for standard users"" to ""Automatically deny elevation requests"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:115","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002038
The organization requires users to reauthenticate when organization-defined circumstances or situations requiring reauthentication.
NIST SP 800-53 Revision 4 :: IA-11

","","IA-11","V-63821; SV-78311",
"","","","","V-220948","medium","SRG-OS-000134-GPOS-00068","SV-220948r569187_rule","WN10-SO-000260","User Account Control must be configured to detect application installations and prompt for elevation.","User Account Control (UAC) is a security mechanism for limiting the elevation of privileges, including administrative accounts, unless authorized.  This setting requires Windows to respond to application installation requests by prompting for credentials.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""User Account Control: Detect application installations and prompt for elevation"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4219","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001084
The information system isolates security functions from nonsecurity functions.
NIST SP 800-53 :: SC-3
NIST SP 800-53A :: SC-3.1 (ii)
NIST SP 800-53 Revision 4 :: SC-3

","","SC-3","V-63825; SV-78315",
"","","","","V-220949","medium","SRG-OS-000134-GPOS-00068","SV-220949r569187_rule","WN10-SO-000265","User Account Control must only elevate UIAccess applications that are installed in secure locations.","User Account Control (UAC) is a security mechanism for limiting the elevation of privileges, including administrative accounts, unless authorized.  This setting configures Windows to only allow applications installed in a secure location on the file system, such as the Program Files or the Windows\System32 folders, to run with elevated privileges.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""User Account Control: Only elevate UIAccess applications that are installed in secure locations"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4221","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001084
The information system isolates security functions from nonsecurity functions.
NIST SP 800-53 :: SC-3
NIST SP 800-53A :: SC-3.1 (ii)
NIST SP 800-53 Revision 4 :: SC-3

","","SC-3","V-63827; SV-78317",
"","","","","V-220950","medium","SRG-OS-000373-GPOS-00157","SV-220950r569187_rule","WN10-SO-000270","User Account Control must run all administrators in Admin Approval Mode, enabling UAC.","User Account Control (UAC) is a security mechanism for limiting the elevation of privileges, including administrative accounts, unless authorized.  This setting enables UAC.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""User Account Control: Run all administrators in Admin Approval Mode"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4222","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002038
The organization requires users to reauthenticate when organization-defined circumstances or situations requiring reauthentication.
NIST SP 800-53 Revision 4 :: IA-11

","","IA-11","V-63829; SV-78319",
"","","","","V-220951","medium","SRG-OS-000134-GPOS-00068","SV-220951r569187_rule","WN10-SO-000275","User Account Control must virtualize file and registry write failures to per-user locations.","User Account Control (UAC) is a security mechanism for limiting the elevation of privileges, including administrative accounts, unless authorized.  This setting configures non-UAC compliant applications to run in virtualized file and registry entries in per-user locations, allowing them to run.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> Security Options >> ""User Account Control: Virtualize file and registry write failures to per-user locations"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.fso.windows:def:4224","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001084
The information system isolates security functions from nonsecurity functions.
NIST SP 800-53 :: SC-3
NIST SP 800-53A :: SC-3.1 (ii)
NIST SP 800-53 Revision 4 :: SC-3

","","SC-3","V-63831; SV-78321",
"","","","","V-220956","medium","SRG-OS-000324-GPOS-00125","SV-220956r569187_rule","WN10-UR-000005","The Access Credential Manager as a trusted caller user right must not be assigned to any groups or accounts.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

Accounts with the ""Access Credential Manager as a trusted caller"" user right may be able to retrieve the credentials of other accounts from Credential Manager.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Access Credential Manager as a trusted caller"" to be defined but containing no entries (blank).","","","false","","","","","","","oval:mil.disa.fso.windows:def:4740","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

","","AC-6 (10)","V-63843; SV-78333",
"","","","","V-220957","medium","SRG-OS-000080-GPOS-00048","SV-220957r569187_rule","WN10-UR-000010","The Access this computer from the network user right must only be assigned to the Administrators and Remote Desktop Users groups.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

Accounts with the ""Access this computer from the network"" user right may access resources on the system, and must be limited to those that require it.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Access this computer from the network"" to only include the following groups or accounts:

Administrators   
Remote Desktop Users","","","false","","","","","","","oval:mil.disa.fso.windows:def:4849","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000213
The information system enforces approved authorizations for logical access to information and system resources in accordance with applicable access control policies.
NIST SP 800-53 :: AC-3
NIST SP 800-53A :: AC-3.1
NIST SP 800-53 Revision 4 :: AC-3

","","AC-3","V-63845; SV-78335",
"","","","","V-220958","high","SRG-OS-000324-GPOS-00125","SV-220958r569187_rule","WN10-UR-000015","The Act as part of the operating system user right must not be assigned to any groups or accounts.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

Accounts with the ""Act as part of the operating system"" user right can assume the identity of any user and gain access to resources that user is authorized to access.  Any accounts with this right can take complete control of a system.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Act as part of the operating system"" to be defined but containing no entries (blank).","","","false","","","","","","","oval:mil.disa.fso.windows:def:4240","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

","","AC-6 (10)","V-63847; SV-78337",
"","","","","V-220959","medium","SRG-OS-000080-GPOS-00048","SV-220959r569187_rule","WN10-UR-000025","The Allow log on locally user right must only be assigned to the Administrators and Users groups.","Inappropriate granting of user rights can provide system, administrative, and other high-level capabilities.

Accounts with the ""Allow log on locally"" user right can log on interactively to a system.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Allow log on locally"" to only include the following groups or accounts:

Administrators
Users","","","false","","","","","","","oval:mil.disa.fso.windows:def:4851","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000213
The information system enforces approved authorizations for logical access to information and system resources in accordance with applicable access control policies.
NIST SP 800-53 :: AC-3
NIST SP 800-53A :: AC-3.1
NIST SP 800-53 Revision 4 :: AC-3

","","AC-3","V-63851; SV-78341",
"","","","","V-220960","medium","SRG-OS-000324-GPOS-00125","SV-220960r569187_rule","WN10-UR-000030","The Back up files and directories user right must only be assigned to the Administrators group.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

Accounts with the ""Back up files and directories"" user right can circumvent file and directory permissions and could allow access to sensitive data.""","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Back up files and directories"" to only include the following groups or accounts:

Administrators","","","false","","","","","","","oval:mil.disa.fso.windows:def:4852","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

","","AC-6 (10)","V-63853; SV-78343",
"","","","","V-220961","medium","SRG-OS-000324-GPOS-00125","SV-220961r569187_rule","WN10-UR-000035","The Change the system time user right must only be assigned to Administrators and Local Service and NT SERVICE\autotimesvc.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

Accounts with the ""Change the system time"" user right can change the system time, which can impact authentication, as well as affect time stamps on event log entries.

The NT SERVICE\autotimesvc is added in v1909 cumulative update. ","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Change the system time"" to only include the following groups or accounts:

Administrators
LOCAL SERVICE
NT SERVICE\autotimesvc is added in v1909 cumulative update.","","","false","","","","","","","oval:mil.disa.fso.windows:def:4854","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

","","AC-6 (10)","V-63855; SV-78345",
"","","","","V-220962","medium","SRG-OS-000324-GPOS-00125","SV-220962r569187_rule","WN10-UR-000040","The Create a pagefile user right must only be assigned to the Administrators group.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

Accounts with the ""Create a pagefile"" user right can change the size of a pagefile, which could affect system performance.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Create a pagefile"" to only include the following groups or accounts:

Administrators","","","false","","","","","","","oval:mil.disa.fso.windows:def:4856","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

","","AC-6 (10)","V-63857; SV-78347",
"","","","","V-220963","high","SRG-OS-000324-GPOS-00125","SV-220963r569187_rule","WN10-UR-000045","The Create a token object user right must not be assigned to any groups or accounts.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

The ""Create a token object"" user right allows a process to create an access token. This could be used to provide elevated rights and compromise a system.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Create a token object"" to be defined but containing no entries (blank).","","","false","","","","","","","oval:mil.disa.fso.windows:def:4249","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

","","AC-6 (10)","V-63859; SV-78349",
"","","","","V-220964","medium","SRG-OS-000324-GPOS-00125","SV-220964r569187_rule","WN10-UR-000050","The Create global objects user right must only be assigned to Administrators, Service, Local Service, and Network Service.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

Accounts with the ""Create global objects"" user right can create objects that are available to all sessions, which could affect processes in other users' sessions.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Create global objects"" to only include the following groups or accounts:

Administrators
LOCAL SERVICE
NETWORK SERVICE
SERVICE","","","false","","","","","","","oval:mil.disa.fso.windows:def:4857","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

","","AC-6 (10)","V-63861; SV-78351",
"","","","","V-220965","medium","SRG-OS-000324-GPOS-00125","SV-220965r569187_rule","WN10-UR-000055","The Create permanent shared objects user right must not be assigned to any groups or accounts.","Inappropriate granting of user rights can provide system, administrative, and other high level capabilities.

Accounts with the ""Create permanent shared objects"" user right could expose sensitive data by creating shared objects.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Local Policies >> User Rights Assignment >> ""Create permanent shared objects"" to be defined but containing no entries (blank).","","","false","","","","","","","oval:mil.disa.fso.windows:def:4251","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002235
The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.
NIST SP 800-53 Revision 4 :: AC-6 (10)

","","AC-6 (10)","V-63863; SV-78353",
